Id,SalePrice
1663,389275.97
1664,421231.25
1665,309426.97
1666,323531.97
1667,359450.16
1668,328658.97
1669,295864.9
1670,364447.4
1671,250456.33
1672,466452.66
1673,304275.6
1674,242725.53
1675,176230.73
1676,184511.17
1677,215399.12
1678,465724.4
1679,387890.53
1680,324903.47
1681,261689.12
1682,288085.16
1683,179080.55
1684,172595.64
1685,167927.2
1686,177646.67
1687,172398.45
1688,179937.52
1689,185326.77
1690,187034.72
1691,179701.89
1692,266985.8
1693,171536.48
1694,178260.08
1695,171928.48
1696,274988.8
1697,174030.83
1698,402510.8
1699,328251.56
1700,247996.62
1701,257414.05
1702,264882.78
1703,252449.17
1704,305455.7
1705,230102.14
1706,421963.8
1707,215229.19
1708,203999.2
1709,332968.12
1710,222770.78
1711,239734.33
1712,268514.2
1713,271723.06
1714,214330.44
1715,198709.22
1716,179909.22
1717,176233.52
1718,142676.11
1719,196686.53
1720,236895.97
1721,175068.92
1722,131361.83
1723,158009.02
1724,219831.98
1725,243911.11
1726,185342.33
1727,149574.77
1728,185243.69
1729,160700.03
1730,170565.83
1731,122486.09
1732,135014.81
1733,118978.695
1734,130272.19
1735,130165.81
1736,113798.47
1737,345383.53
1738,209143.88
1739,313777.7
1740,219763.08
1741,183520.86
1742,163872.6
1743,173762.56
1744,287588.72
1745,212513.95
1746,238323.58
1747,232760.78
1748,225868.8
1749,148383.56
1750,133352.88
1751,246672.3
1752,121183.17
1753,151375.45
1754,214445.4
1755,163507.42
1756,129536.66
1757,126001.31
1758,142674.94
1759,165963.92
1760,166914.48
1761,149236.12
1762,167078.77
1763,173269.25
1764,116358.25
1765,175585.36
1766,184943.25
1767,223177.28
1768,141645.98
1769,178120.89
1770,143702.23
1771,134764.67
1772,135800.16
1773,122413.03
1774,133494.94
1775,139927.11
1776,133088.17
1777,115896.945
1778,140410.36
1779,114751.695
1780,179207.9
1781,131819.23
1782,95872.19
1783,127822.69
1784,97963.836
1785,119159.06
1786,145865.61
1787,170373.8
1788,64217.05
1789,102332.11
1790,82554.34
1791,167845.39
1792,157709.19
1793,128208.48
1794,143977.23
1795,137949.31
1796,119316.19
1797,121764.49
1798,123938.38
1799,121102.25
1800,132060.89
1801,136596.42
1802,150275.11
1803,155514.48
1804,135004.94
1805,138349.38
1806,111814.14
1807,135620.14
1808,125596.86
1809,124124.88
1810,140926.77
1811,97047.33
1812,95035.734
1813,119947.7
1814,96833.95
1815,61107.746
1816,94172.586
1817,103281.92
1818,148083.2
1819,110763.04
1820,63888.156
1821,109765.38
1822,145253.05
1823,50089.203
1824,137374.53
1825,128951.12
1826,93065.23
1827,106187.45
1828,137750.52
1829,122430.58
1830,142345.11
1831,181482.73
1832,84729.68
1833,146763.11
1834,115592.625
1835,164108.02
1836,129341.4
1837,92371.15
1838,128288.37
1839,82898.086
1840,143760.2
1841,132297.12
1842,74117.3
1843,140376.98
1844,142418.12
1845,140228.45
1846,157867.06
1847,159978.92
1848,63598.316
1849,125491.695
1850,127226.83
1851,153863.73
1852,130973.69
1853,131422.33
1854,177177.14
1855,144044.17
1856,219531.06
1857,169265.25
1858,137892.78
1859,123149.54
1860,142652.61
1861,123149.54
1862,341894.7
1863,339663.2
1864,339663.2
1865,325689.38
1866,327215.56
1867,256637.45
1868,310538.03
1869,201259.3
1870,261777.02
1871,241534.25
1872,166793.61
1873,234870.16
1874,137981.08
1875,216973.67
1876,192019.11
1877,220678.11
1878,208085.78
1879,137718.55
1880,133624.84
1881,227278.92
1882,255533.19
1883,190092.9
1884,203935.48
1885,263748.3
1886,307106.12
1887,206880.11
1888,292931.47
1889,166757.25
1890,130145.3
1891,136827.52
1892,109849.85
1893,125188.57
1894,131868.17
1895,142233.75
1896,122814.22
1897,108526.52
1898,110894.16
1899,150137.17
1900,164405.55
1901,164242.61
1902,141864.02
1903,220773.3
1904,140495.84
1905,196010.5
1906,175228.48
1907,216226.81
1908,120079.17
1909,135721.33
1910,124551.625
1911,209740.0
1912,295317.03
1913,149029.33
1914,75244.336
1915,294032.25
1916,77900.79
1917,265299.8
1918,139092.17
1919,157961.58
1920,164147.33
1921,439779.44
1922,325359.8
1923,202204.42
1924,210533.28
1925,219831.19
1926,399216.7
1927,135395.77
1928,168366.5
1929,128093.36
1930,133481.8
1931,146197.92
1932,131292.8
1933,163929.03
1934,175064.31
1935,172104.05
1936,183028.89
1937,178164.17
1938,178101.2
1939,240605.61
1940,191638.86
1941,167571.53
1942,177669.19
1943,210691.42
1944,315963.7
1945,391336.06
1946,155115.86
1947,292558.53
1948,189850.1
1949,230664.17
1950,180755.27
1951,265854.66
1952,212486.5
1953,159818.3
1954,202874.86
1955,130462.23
1956,304362.97
1957,163275.84
1958,306983.7
1959,132582.48
1960,119084.516
1961,116689.23
1962,101978.38
1963,108229.516
1964,104595.805
1965,147442.02
1966,160786.08
1967,278739.97
1968,448167.4
1969,401723.47
1970,474858.62
1971,432727.88
1972,383994.38
1973,274064.8
1974,307783.16
1975,456448.5
1976,267214.47
1977,347594.22
1978,402028.0
1979,343540.22
1980,187701.75
1981,350924.66
1982,232220.78
1983,211837.81
1984,171661.73
1985,217647.14
1986,216405.12
1987,178558.58
1988,169099.64
1989,191736.67
1990,219678.1
1991,227751.02
1992,213710.02
1993,166525.1
1994,255309.23
1995,189097.22
1996,246530.92
1997,314251.12
1998,365830.84
1999,257880.39
2000,313456.06
2001,256052.75
2002,228433.84
2003,241028.06
2004,269262.25
2005,224396.45
2006,237321.78
2007,246939.89
2008,214744.81
2009,181955.83
2010,196579.05
2011,147896.64
2012,178109.97
2013,178134.17
2014,181024.14
2015,205091.55
2016,183392.33
2017,197944.73
2018,114815.11
2019,129191.78
2020,110466.875
2021,115423.195
2022,188746.73
2023,134766.3
2024,228546.9
2025,371038.53
2026,177000.06
2027,148119.72
2028,159273.62
2029,170301.78
2030,277712.84
2031,252862.08
2032,263198.1
2033,273226.25
2034,169007.88
2035,204285.31
2036,193557.19
2037,203299.81
2038,305765.7
2039,229375.58
2040,394705.34
2041,258884.8
2042,198434.66
2043,174136.86
2044,175007.64
2045,202351.17
2046,137585.03
2047,148022.4
2048,135858.08
2049,138480.64
2050,184147.39
2051,109971.18
2052,131329.52
2053,145457.11
2054,83178.58
2055,160480.6
2056,122715.61
2057,120840.52
2058,216386.42
2059,127212.33
2060,171706.55
2061,186051.66
2062,132123.61
2063,117209.03
2064,140795.44
2065,121092.24
2066,165480.56
2067,116659.84
2068,146328.48
2069,94922.555
2070,112650.96
2071,91553.38
2072,134403.95
2073,139627.33
2074,190131.47
2075,154077.53
2076,129763.266
2077,148976.42
2078,130356.32
2079,135045.2
2080,119540.17
2081,123446.41
2082,122527.125
2083,145411.58
2084,112635.07
2085,118151.54
2086,138425.95
2087,117871.44
2088,88117.77
2089,71872.49
2090,130815.13
2091,119480.14
2092,125687.68
2093,112690.98
2094,135419.08
2095,149402.64
2096,76726.914
2097,86521.87
2098,149967.12
2099,67984.72
2100,100872.46
2101,120464.4
2102,140969.61
2103,101223.82
2104,127099.41
2105,121235.14
2106,71567.28
2107,230810.38
2108,116246.76
2109,114891.445
2110,131209.05
2111,156807.52
2112,136842.23
2113,113213.836
2114,107392.05
2115,150898.61
2116,123018.516
2117,150814.05
2118,115694.805
2119,97154.29
2120,105339.836
2121,108989.234
2122,102520.1
2123,86694.66
2124,188189.64
2125,132382.3
2126,142452.55
2127,153360.05
2128,121507.32
2129,105900.13
2130,142079.89
2131,154367.64
2132,115513.43
2133,118676.01
2134,118265.1
2135,101059.3
2136,68071.41
2137,118120.805
2138,131498.66
2139,159120.75
2140,135142.02
2141,144637.44
2142,130564.3
2143,145395.3
2144,126337.95
2145,134398.78
2146,164363.8
2147,148165.14
2148,136697.86
2149,144314.98
2150,217597.44
2151,134661.48
2152,188902.02
2153,168553.45
2154,109827.83
2155,134041.02
2156,272914.94
2157,233450.23
2158,244325.02
2159,220282.86
2160,175602.52
2161,239157.75
2162,423694.16
2163,344801.22
2164,244224.7
2165,182598.84
2166,145301.89
2167,225249.1
2168,193620.61
2169,197739.27
2170,215113.97
2171,145133.55
2172,144029.72
2173,157746.92
2174,234039.11
2175,337610.75
2176,314240.3
2177,249899.9
2178,209824.05
2179,138761.25
2180,231017.77
2181,192943.55
2182,211536.48
2183,190112.92
2184,132144.36
2185,127208.625
2186,144474.77
2187,154258.4
2188,153826.61
2189,218837.52
2190,85672.695
2191,88247.39
2192,96741.14
2193,105210.086
2194,107545.9
2195,111683.77
2196,102222.85
2197,112128.56
2198,168423.89
2199,170305.48
2200,141594.67
2201,141265.55
2202,212575.48
2203,145124.12
2204,178681.48
2205,104404.01
2206,141499.48
2207,209198.1
2208,265468.2
2209,216598.77
2210,130474.74
2211,120305.81
2212,111461.33
2213,102848.02
2214,125847.516
2215,101761.61
2216,146863.42
2217,99522.43
2218,81358.18
2219,80528.3
2220,82906.57
2221,294032.25
2222,248920.86
2223,264699.06
2224,210042.9
2225,130236.83
2226,202565.34
2227,193067.83
2228,255551.33
2229,241967.78
2230,152995.6
2231,223480.17
2232,183489.75
2233,168448.81
2234,249996.47
2235,211304.64
2236,286988.0
2237,356531.3
2238,216367.28
2239,128829.44
2240,161112.86
2241,162322.88
2242,128212.984
2243,127253.7
2244,108326.6
2245,112118.46
2246,145295.22
2247,116861.3
2248,129145.17
2249,129719.32
2250,136908.12
2251,135413.3
2252,180295.27
2253,154447.36
2254,180205.3
2255,183788.45
2256,187156.89
2257,209289.1
2258,174092.62
2259,174446.03
2260,170590.05
2261,194534.12
2262,222204.42
2263,328382.0
2264,413412.66
2265,185831.64
2266,271443.8
2267,388139.7
2268,386155.8
2269,155134.25
2270,184417.88
2271,226308.02
2272,203389.05
2273,155921.16
2274,169282.83
2275,174227.5
2276,182145.11
2277,182434.58
2278,146965.95
2279,119031.195
2280,127169.86
2281,163346.7
2282,184813.27
2283,106136.23
2284,100979.164
2285,162356.17
2286,123902.77
2287,343882.3
2288,270259.84
2289,403966.1
2290,463989.12
2291,319262.06
2292,432119.94
2293,494228.12
2294,444294.4
2295,458376.97
2296,274088.12
2297,298592.62
2298,298492.5
2299,425751.72
2300,335340.53
2301,261970.05
2302,233755.1
2303,249592.83
2304,248404.48
2305,183051.73
2306,177251.11
2307,175979.3
2308,224899.8
2309,266587.97
2310,217612.0
2311,202113.45
2312,173170.67
2313,167042.92
2314,185462.95
2315,172362.92
2316,190636.14
2317,179244.39
2318,167641.14
2319,177742.61
2320,188381.39
2321,243260.4
2322,181619.42
2323,183740.58
2324,173200.61
2325,207069.86
2326,169428.08
2327,214283.64
2328,227818.44
2329,179906.02
2330,171045.86
2331,381177.25
2332,408245.2
2333,323027.9
2334,256032.62
2335,255833.83
2336,338649.78
2337,199379.36
2338,282996.84
2339,226329.72
2340,416660.16
2341,214074.56
2342,231070.33
2343,217972.58
2344,234586.83
2345,232891.53
2346,221620.31
2347,197217.81
2348,227849.5
2349,169724.84
2350,272557.38
2351,242965.58
2352,254197.83
2353,222019.84
2354,142296.23
2355,164026.58
2356,151293.48
2357,189140.92
2358,184002.73
2359,121575.0
2360,117144.78
2361,141499.53
2362,266396.38
2363,137624.11
2364,169828.27
2365,227574.78
2366,203649.36
2367,225759.19
2368,214840.6
2369,218387.6
2370,170181.34
2371,167391.6
2372,189748.47
2373,267261.88
2374,316748.44
2375,256034.0
2376,288222.44
2377,368082.1
2378,140404.72
2379,194278.03
2380,142325.3
2381,160189.17
2382,195186.47
2383,200487.36
2384,250822.28
2385,160049.8
2386,138108.23
2387,134121.11
2388,112492.48
2389,128463.46
2390,145166.06
2391,140592.44
2392,119539.734
2393,173357.83
2394,147040.89
2395,204565.72
2396,131948.92
2397,211996.27
2398,138337.08
2399,65069.53
2400,62364.77
2401,114504.04
2402,140669.48
2403,136750.58
2404,149337.44
2405,152331.89
2406,139779.64
2407,129065.26
2408,143787.02
2409,121370.49
2410,171435.6
2411,122094.65
2412,157591.19
2413,130712.04
2414,137418.42
2415,131927.53
2416,134011.33
2417,131317.92
2418,125354.33
2419,117364.74
2420,122352.336
2421,144921.88
2422,123801.16
2423,133254.39
2424,157629.73
2425,226414.52
2426,134814.61
2427,130916.875
2428,183041.77
2429,119547.01
2430,133356.17
2431,108828.85
2432,144191.84
2433,144939.94
2434,138148.8
2435,145201.97
2436,111442.18
2437,107740.42
2438,126416.05
2439,107999.04
2440,117439.41
2441,96377.6
2442,94452.83
2443,118805.09
2444,117838.55
2445,78887.484
2446,136660.61
2447,181577.33
2448,137204.95
2449,103126.76
2450,148101.02
2451,115274.125
2452,219155.52
2453,102835.56
2454,126670.266
2455,125906.62
2456,135008.27
2457,125144.52
2458,120369.74
2459,101818.32
2460,133172.48
2461,106541.44
2462,131391.36
2463,116940.96
2464,172485.56
2465,124379.57
2466,103312.12
2467,147378.9
2468,69196.805
2469,59689.242
2470,194527.19
2471,219764.08
2472,160238.98
2473,118763.805
2474,93438.195
2475,230165.77
2476,107918.234
2477,124168.49
2478,168456.27
2479,105629.92
2480,153243.83
2481,119800.37
2482,131672.81
2483,113300.695
2484,118947.734
2485,124418.3
2486,154250.75
2487,205253.5
2488,160115.61
2489,148117.03
2490,155675.36
2491,99804.625
2492,172260.55
2493,151851.77
2494,167415.52
2495,89703.51
2496,236378.42
2497,150018.36
2498,111780.6
2499,95617.305
2500,124400.27
2501,140809.67
2502,157309.92
2503,90986.84
2504,174425.56
2505,226412.23
2506,256029.0
2507,322580.28
2508,256034.23
2509,207575.86
2510,223510.58
2511,178963.02
2512,197113.23
2513,206467.02
2514,231535.31
2515,144289.6
2516,158761.08
2517,140512.02
2518,151046.45
2519,221993.67
2520,207525.86
2521,189387.36
2522,224700.33
2523,126024.68
2524,139315.2
2525,145393.55
2526,136808.3
2527,112823.555
2528,131895.69
2529,128905.336
2530,122832.56
2531,254583.75
2532,221128.1
2533,194963.98
2534,225554.25
2535,335342.56
2536,237553.92
2537,245492.22
2538,178171.17
2539,187573.45
2540,169731.02
2541,179238.05
2542,152854.48
2543,124871.44
2544,130337.56
2545,133519.67
2546,130487.21
2547,144921.36
2548,154040.44
2549,160749.86
2550,312178.25
2551,136827.52
2552,129681.27
2553,79829.25
2554,110244.98
2555,121013.39
2556,108353.18
2557,111622.93
2558,157165.61
2559,140517.7
2560,140891.55
2561,158840.92
2562,142905.73
2563,155739.42
2564,196546.55
2565,146850.97
2566,151144.66
2567,131882.75
2568,197777.34
2569,195072.92
2570,128337.55
2571,188071.45
2572,186758.92
2573,211887.5
2574,290875.9
2575,122344.33
2576,128633.87
2577,155726.23
2578,86044.48
2579,75528.34
2580,134137.12
2581,131974.42
2582,116490.75
2583,272657.34
2584,157524.22
2585,182968.38
2586,225992.14
2587,212858.78
2588,160859.3
2589,146602.12
2590,213942.45
2591,214996.56
2592,205912.61
2593,250074.11
2594,177190.42
2595,206691.27
2596,347635.6
2597,182424.98
2598,268457.53
2599,313197.28
2600,203405.53
2601,141754.89
2602,83966.234
2603,101836.17
2604,92069.47
2605,76379.06
2606,142035.88
2607,172135.98
2608,200145.33
2609,158025.14
2610,121285.664
2611,146741.97
2612,152820.28
2613,132153.92
2614,126123.78
2615,146974.9
2616,141977.34
2617,179322.12
2618,202919.47
2619,204068.08
2620,183639.58
2621,179826.88
2622,183732.95
2623,247944.9
2624,286181.7
2625,322020.03
2626,169563.3
2627,183201.77
2628,454167.75
2629,518724.2
2630,382475.44
2631,484942.97
2632,452285.28
2633,304095.78
2634,406784.3
2635,154096.06
2636,183971.39
2637,177050.62
2638,272764.56
2639,179790.08
2640,150967.67
2641,101659.9
2642,192628.3
2643,101915.34
2644,122627.76
2645,107054.24
2646,98503.57
2647,104466.58
2648,143120.39
2649,144834.55
2650,152745.89
2651,142716.33
2652,426715.88
2653,245798.34
2654,234532.94
2655,396623.94
2656,332765.2
2657,333375.6
2658,279045.94
2659,318738.72
2660,335854.4
2661,354152.2
2662,353297.4
2663,270324.62
2664,258865.86
2665,317690.62
2666,277956.3
2667,167849.67
2668,179592.95
2669,171775.44
2670,311386.7
2671,182128.4
2672,193267.98
2673,215730.52
2674,213880.48
2675,174274.89
2676,183153.52
2677,191884.53
2678,263870.88
2679,279032.12
2680,276596.0
2681,429428.16
2682,367660.1
2683,531256.56
2684,319556.78
2685,377169.97
2686,246869.86
2687,324691.44
2688,227036.92
2689,214108.81
2690,452967.8
2691,177393.97
2692,141305.42
2693,197312.05
2694,141377.23
2695,189528.67
2696,182814.72
2697,183853.55
2698,185612.58
2699,169899.02
2700,147884.08
2701,144691.94
2702,104928.7
2703,141235.95
2704,139729.61
2705,120283.664
2706,116895.72
2707,127617.8
2708,138768.2
2709,112542.07
2710,128168.11
2711,260244.66
2712,386985.0
2713,172715.06
2714,158260.0
2715,162522.89
2716,157154.27
2717,189553.66
2718,226339.67
2719,154311.73
2720,180318.64
2721,136980.23
2722,150770.84
2723,148408.06
2724,128771.47
2725,136830.38
2726,141226.6
2727,178542.9
2728,160937.3
2729,150051.06
2730,141418.61
2731,133137.67
2732,124207.7
2733,163851.58
2734,148901.72
2735,131047.49
2736,131899.64
2737,125592.89
2738,132395.03
2739,155673.0
2740,135984.92
2741,144094.56
2742,143629.23
2743,142964.6
2744,154604.88
2745,144616.67
2746,141312.36
2747,156302.42
2748,128546.01
2749,127109.49
2750,141811.05
2751,139207.94
2752,216900.27
2753,150351.05
2754,212734.73
2755,124344.37
2756,98927.664
2757,72304.43
2758,89262.79
2759,154504.33
2760,124325.27
2761,144269.44
2762,140414.06
2763,190488.66
2764,166739.7
2765,270711.84
2766,133128.2
2767,89723.27
2768,131380.39
2769,136475.64
2770,160724.86
2771,119504.13
2772,119616.99
2773,147131.14
2774,140625.02
2775,119255.28
2776,136474.89
2777,151727.48
2778,128824.914
2779,117888.52
2780,95925.79
2781,93947.46
2782,86537.83
2783,99353.07
2784,124216.56
2785,124725.33
2786,79604.414
2787,123003.81
2788,74354.516
2789,202534.58
2790,87329.37
2791,109312.766
2792,60797.926
2793,175678.92
2794,98100.625
2795,107293.78
2796,97379.8
2797,193653.86
2798,123157.62
2799,106390.945
2800,58784.26
2801,109964.61
2802,140985.58
2803,166333.27
2804,147042.3
2805,106482.91
2806,78819.06
2807,175924.2
2808,152349.83
2809,136782.25
2810,135387.36
2811,162647.08
2812,144270.0
2813,147803.06
2814,149972.9
2815,108669.66
2816,232227.58
2817,152321.48
2818,133957.27
2819,160044.02
2820,132288.02
2821,105230.07
2822,206211.02
2823,269790.22
2824,172841.81
2825,161684.2
2826,132835.27
2827,145058.52
2828,208411.61
2829,193250.25
2830,226870.89
2831,185237.83
2832,245506.23
2833,276104.1
2834,208462.22
2835,202469.47
2836,188776.95
2837,165275.48
2838,149520.34
2839,173613.52
2840,214697.2
2841,202357.3
2842,218704.83
2843,144936.14
2844,152916.98
2845,123856.78
2846,203194.75
2847,199045.61
2848,232452.34
2849,203588.44
2850,287770.78
2851,230083.11
2852,240305.72
2853,236261.9
2854,138153.36
2855,207314.53
2856,199221.98
2857,188102.6
2858,212401.48
2859,123920.375
2860,126730.22
2861,129976.05
2862,192911.86
2863,136519.39
2864,252361.05
2865,141854.55
2866,153651.55
2867,96991.72
2868,92199.69
2869,102185.98
2870,137196.73
2871,89757.22
2872,57562.793
2873,101083.83
2874,144955.27
2875,113825.27
2876,166284.55
2877,134679.34
2878,171711.02
2879,145035.4
2880,96884.31
2881,150543.55
2882,162770.47
2883,193312.62
2884,202557.9
2885,195672.12
2886,214985.52
2887,98238.57
2888,123045.94
2889,49863.32
2890,83013.39
2891,133677.55
2892,65741.62
2893,98217.38
2894,63666.234
2895,307074.53
2896,280420.44
2897,200050.5
2898,152138.36
2899,221791.8
2900,156197.66
2901,213267.97
2902,187298.97
2903,346628.88
2904,372655.56
2905,112467.45
2906,210940.45
2907,108720.11
2908,133488.39
2909,145131.73
2910,89835.15
2911,83966.234
2912,142940.73
2913,90479.41
2914,78230.875
2915,85671.695
2916,88342.016
2917,168025.6
2918,123111.91
2919,240887.53
